SYMBOL,ENTREZID,GENENAME,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ROCK1,6093,Rho associated coiled-coil containing protein kinase 1,87.33653666,-1.330557259,0.200286078,-6.643283799,3.07E-11,9.29E-10
ROCK2,9475,Rho associated coiled-coil containing protein kinase 2,58.49745858,-1.658613079,0.167222327,-9.918610183,3.46E-23,1.20E-20
ROM1,6094,retinal outer segment membrane protein 1,7.223812297,1.060566838,0.305372761,3.473023701,0.00051463,0.002234767
ROPN1L,83853,rhophilin associated tail protein 1 like,1.016756673,1.625996598,0.637987563,2.548633693,0.010814583,0.029456145
ROPN1L-AS1,100505845,ROPN1L antisense RNA 1,0.63063361,2.408271036,0.920382987,2.616596645,0.008881122,0.024941871
ROR2,4920,receptor tyrosine kinase like orphan receptor 2,17.33113526,3.546208617,0.495695446,7.154006846,8.43E-13,3.80E-11
RORB,6096,RAR related orphan receptor B,0.803360057,1.745788053,0.649960459,2.68599117,0.0072315,0.021005332
RP9P,441212,RP9 pseudogene,10.89563744,1.143525165,0.442206902,2.585950516,0.009711087,0.026929429
RPAP2,79871,RNA polymerase II associated protein 2,49.45294388,-1.142116861,0.254406204,-4.489343584,7.14E-06,5.56E-05
RPH3A,22895,rabphilin 3A,10.2819357,2.551451478,0.537263648,4.748974715,2.04E-06,1.84E-05
RPL10,6134,ribosomal protein L10,2854.532257,1.493654325,0.251639742,5.935685327,2.93E-09,5.54E-08
RPL10A,4736,ribosomal protein L10a,2131.814412,1.326900722,0.202070821,6.566513243,5.15E-11,1.46E-09
RPL11,6135,ribosomal protein L11,6635.020517,1.068578047,0.170020986,6.284977349,3.28E-10,7.87E-09
RPL12,6136,ribosomal protein L12,3081.732079,1.024584117,0.158182719,6.477219042,9.34E-11,2.51E-09
RPL12P1,729727,ribosomal protein L12 pseudogene 1,1.142304781,1.918457608,0.628299592,3.053412148,0.00226255,0.007826387
RPL12P33,643550,ribosomal protein L12 pseudogene 33,1.838571886,2.214022137,0.428294737,5.169389084,2.35E-07,2.77E-06
RPL12P37,100129801,ribosomal protein L12 pseudogene 37,2.045903401,1.480914318,0.463924641,3.192144124,0.001412208,0.005250763
RPL13,6137,ribosomal protein L13,17110.28919,1.040792698,0.200023004,5.203364996,1.96E-07,2.37E-06
RPL13A,23521,ribosomal protein L13a,6809.034971,1.706474416,0.201813711,8.455691195,2.77E-17,2.89E-15
RPL13AP25,100287887,ribosomal protein L13a pseudogene 25,163.9819274,2.035227887,0.351111856,5.796522817,6.77E-09,1.18E-07
RPL13AP5,728658,ribosomal protein L13a pseudogene 5,109.441602,1.207034973,0.193305262,6.244190987,4.26E-10,9.90E-09
RPL13AP6,644511,ribosomal protein L13a pseudogene 6,3.308829162,1.257138489,0.320928051,3.917197287,8.96E-05,0.000499475
RPL13P2,128500,ribosomal protein L13 pseudogene 2,1.54379473,1.432293153,0.434247408,3.298334376,0.000972602,0.003838295
RPL13P4,654383,ribosomal protein L13 pseudogene 4,0.730533689,-2.555417706,0.724985728,-3.524783464,0.000423829,0.001890264
RPL13P6,100129176,ribosomal protein L13 pseudogene 6,1.274295223,1.543864051,0.510096274,3.02661307,0.002473103,0.008431935
RPL14,9045,ribosomal protein L14,2995.645051,1.281158763,0.14679972,8.727256182,2.61E-18,3.31E-16
RPL15P20,646672,ribosomal protein L15 pseudogene 20,1.281605617,1.382490816,0.494820926,2.793921484,0.005207312,0.015903501
RPL15P3,653232,ribosomal protein L15 pseudogene 3,80.53778496,-1.065364986,0.267738047,-3.979131831,6.92E-05,0.000398288
RPL17P41,100132645,ribosomal protein L17 pseudogene 41,1.411869903,1.527854032,0.498662732,3.063902583,0.0021847,0.007604866
RPL18,6141,ribosomal protein L18,10234.38486,1.087075405,0.184991552,5.876351627,4.19E-09,7.63E-08
RPL18A,6142,ribosomal protein L18a,5103.106041,1.745718404,0.347508049,5.023533723,5.07E-07,5.47E-06
RPL18AP16,347544,ribosomal protein L18a pseudogene 16,2.014234748,2.232369851,0.586776315,3.804464825,0.000142111,0.000739582
RPL18AP3,390354,ribosomal protein L18a pseudogene 3,99.34796901,1.065938297,0.199875184,5.333019707,9.66E-08,1.26E-06
RPL19P11,100270950,ribosomal protein L19 pseudogene 11,4.937161963,-4.695222548,0.492089326,-9.541402961,1.41E-21,3.25E-19
RPL19P13,392193,ribosomal protein L19 pseudogene 13,5.549833157,-4.96197683,0.661456528,-7.501591742,6.30E-14,3.52E-12
RPL19P14,100270951,ribosomal protein L19 pseudogene 14,1.916666989,-2.306757462,0.868379909,-2.656392021,0.007898174,0.022600455
RPL19P21,392557,ribosomal protein L19 pseudogene 21,1.697515652,2.292687444,0.494106459,4.640067744,3.48E-06,2.96E-05
RPL21,6144,ribosomal protein L21,693.7413238,1.132630988,0.469130708,2.414318587,0.015764671,0.040125394
RPL21P116,100271444,ribosomal protein L21 pseudogene 116,1.141377945,1.930320231,0.564563481,3.419137609,0.000628199,0.002646243
RPL21P120,731688,ribosomal protein L21 pseudogene 120,1.249318876,1.165285567,0.469113498,2.484016282,0.012990987,0.034252949
RPL21P123,100271448,ribosomal protein L21 pseudogene 123,0.789342191,-2.707360154,0.981518694,-2.75833784,0.005809612,0.017452605
RPL21P4,140660,ribosomal protein L21 pseudogene 4,0.868553436,1.122377236,0.480758413,2.334597181,0.019564474,0.048044794
RPL22,6146,ribosomal protein L22,269.2237682,1.398332317,0.184496635,7.579175161,3.48E-14,2.07E-12
RPL22P19,644022,ribosomal protein L22 pseudogene 19,2.23726694,1.469067575,0.4310679,3.407972559,0.000654475,0.00274655
RPL23,9349,ribosomal protein L23,4435.801383,1.719504627,0.202497416,8.491489211,2.04E-17,2.14E-15
RPL23A,6147,ribosomal protein L23a,2147.638768,1.525496256,0.244806012,6.231449322,4.62E-10,1.06E-08
RPL23AP2,401904,ribosomal protein L23a pseudogene 2,20.13520417,1.035647442,0.299928559,3.452980419,0.000554429,0.002381981
RPL23P8,222901,ribosomal protein L23 pseudogene 8,2.169857659,1.909524972,0.391480376,4.87770291,1.07E-06,1.04E-05
RPL24,6152,ribosomal protein L24,2709.129522,2.315470906,0.208483521,11.10625382,1.17E-28,1.23E-25
RPL24P2,140760,ribosomal protein L24 pseudogene 2,39.76123714,2.073216066,0.310411229,6.678933846,2.41E-11,7.48E-10
RPL24P4,377381,ribosomal protein L24 pseudogene 4,9.664727763,2.449134818,0.339530858,7.213290819,5.46E-13,2.56E-11
RPL24P8,100270964,ribosomal protein L24 pseudogene 8,7.439202345,1.945900465,0.350926469,5.545037605,2.94E-08,4.41E-07
RPL26P30,653147,ribosomal protein L26 pseudogene 30,1.376131974,-1.14101952,0.423420562,-2.694766442,0.007043799,0.020533961
RPL27,6155,ribosomal protein L27,2848.51961,1.226763246,0.1638707,7.486165885,7.09E-14,3.92E-12
RPL27A,6157,ribosomal protein L27a,8992.55039,1.323032481,0.198017343,6.681396998,2.37E-11,7.37E-10
RPL27AP,128481,ribosomal protein L27a pseudogene,3.762503743,1.595640289,0.362373873,4.403298383,1.07E-05,7.91E-05
RPL29,6159,ribosomal protein L29,2775.152692,1.428121619,0.165616218,8.623078329,6.52E-18,7.59E-16
RPL29P33,401911,ribosomal protein L29 pseudogene 33,0.999727607,1.339110884,0.500626475,2.674870287,0.007475817,0.021608794
RPL3,6122,ribosomal protein L3,3929.103518,1.946740027,0.293432261,6.634376269,3.26E-11,9.80E-10
RPL30,6156,ribosomal protein L30,2822.870518,1.887216829,0.179942448,10.48789128,9.82E-26,6.10E-23
RPL30P1,100270975,ribosomal protein L30 pseudogene 1,1.396368841,2.238848159,0.493226788,4.53918606,5.65E-06,4.52E-05
RPL30P4,100131230,ribosomal protein L30 pseudogene 4,4.794823403,1.778274094,0.406771743,4.371675572,1.23E-05,8.95E-05
RPL31,6160,ribosomal protein L31,3066.969045,1.10909387,0.221205152,5.013869968,5.33E-07,5.71E-06
RPL31P11,641311,ribosomal protein L31 pseudogene 11,3.365414872,-1.728173199,0.426640668,-4.050652758,5.11E-05,0.000306488
RPL31P2,140753,ribosomal protein L31 pseudogene 2,0.643257822,1.707825382,0.525160946,3.252003781,0.001145945,0.004411724
RPL31P35,100271199,ribosomal protein L31 pseudogene 35,3.268308827,-3.971441338,0.621105102,-6.394153458,1.61E-10,4.16E-09
RPL31P49,100129882,ribosomal protein L31 pseudogene 49,1.217276536,1.239336477,0.454202452,2.728599267,0.006360394,0.018811024
RPL31P52,100271476,ribosomal protein L31 pseudogene 52,10.05018508,2.034875347,0.409625687,4.967645859,6.78E-07,7.05E-06
RPL31P63,100271392,ribosomal protein L31 pseudogene 63,2.641667104,2.063903148,0.356280649,5.792913968,6.92E-09,1.21E-07
RPL32,6161,ribosomal protein L32,3899.234334,1.520234193,0.168865176,9.002650713,2.20E-19,3.71E-17
RPL32P1,6163,ribosomal protein L32 pseudogene 1,0.806728869,-2.224008546,0.905394949,-2.456396016,0.014033841,0.036478653
RPL32P26,100271491,ribosomal protein L32 pseudogene 26,1.634902325,1.470738277,0.442718612,3.322061098,0.000893551,0.003581744
RPL32P34,100133162,ribosomal protein L32 pseudogene 34,0.63016818,1.744417002,0.679476038,2.567297304,0.010249469,0.028202917
RPL34,6164,ribosomal protein L34,958.8550224,-1.41494196,0.333545352,-4.242127655,2.21E-05,0.00014986
RPL34-AS1,285456,RPL34 antisense RNA 1 (head to head),1.598467511,-3.079195003,0.561164474,-5.487152419,4.08E-08,5.87E-07
RPL34P22,100271498,ribosomal protein L34 pseudogene 22,0.755072507,-1.989501757,0.695818491,-2.859225187,0.004246772,0.013419866
RPL35,11224,ribosomal protein L35,7433.216518,1.455171328,0.175558634,8.288805266,1.14E-16,1.07E-14
RPL35A,6165,ribosomal protein L35a,2474.054318,1.447477207,0.195304913,7.411371186,1.25E-13,6.64E-12
RPL35AP,140716,ribosomal protein L35a pseudogene,0.852863095,1.544146624,0.506533619,3.048458316,0.002300188,0.007929449
RPL35AP21,100271506,ribosomal protein L35a pseudogene 21,0.945807754,1.45114021,0.473787967,3.062847329,0.002192419,0.007627351
RPL35AP30,100271639,ribosomal protein L35a pseudogene 30,0.83007397,-1.676451908,0.650780924,-2.576061844,0.009993277,0.027607695
RPL35AP4,100048922,ribosomal protein L35a pseudogene 4,0.869788759,2.624379164,0.900383254,2.914735643,0.003559899,0.011522832
RPL35P2,646766,ribosomal protein L35 pseudogene 2,6.238133127,1.591940589,0.310356578,5.129392126,2.91E-07,3.35E-06
RPL35P5,441246,ribosomal protein L35 pseudogene 5,12.48737214,1.281214481,0.251556585,5.093146253,3.52E-07,3.97E-06
RPL35P8,643653,ribosomal protein L35 pseudogene 8,1.327332252,1.374206176,0.514735306,2.669733668,0.007591143,0.021869099
RPL36AP13,100271323,ribosomal protein L36a pseudogene 13,3.931142597,1.133684711,0.341976193,3.315098341,0.000916109,0.003650425
RPL36AP26,729909,ribosomal protein L36a pseudogene 26,2.895880496,2.250321024,0.424271934,5.303959197,1.13E-07,1.45E-06
RPL36AP39,100271643,ribosomal protein L36a pseudogene 39,0.490034411,-1.953495165,0.721231966,-2.708553223,0.006757727,0.019825161
RPL36AP40,554234,ribosomal protein L36a pseudogene 40,1.29083255,2.574442883,0.643343613,4.00166075,6.29E-05,0.000366815
RPL36AP41,100271644,ribosomal protein L36a pseudogene 41,0.974899359,1.658665288,0.561923492,2.951763563,0.003159648,0.010405195
RPL36P20,729032,ribosomal protein L36 pseudogene 20,1.736629065,2.913792468,0.557409958,5.227377851,1.72E-07,2.11E-06
RPL36P4,140750,ribosomal protein L36 pseudogene 4,1.629997185,1.466558104,0.451896175,3.245343036,0.001173092,0.004494102
RPL37,6167,ribosomal protein L37,6914.809104,1.787429944,0.203485242,8.784076557,1.58E-18,2.06E-16
RPL37A,6168,ribosomal protein L37a,9542.425508,1.047393052,0.175125534,5.980812881,2.22E-09,4.35E-08
RPL37AP1,140717,ribosomal protein L37a pseudogene 1,10.87358763,2.119325782,0.284685889,7.444435654,9.74E-14,5.29E-12
RPL37P1,140696,ribosomal protein L37 pseudogene 1,2.181039534,-2.367661063,0.471464931,-5.021924022,5.12E-07,5.51E-06
RPL37P2,116730,ribosomal protein L37 pseudogene 2,13.59257096,1.23899033,0.250606171,4.943973748,7.65E-07,7.82E-06
RPL37P23,648217,ribosomal protein L37 pseudogene 23,10.02720116,1.664491335,0.268073929,6.209075772,5.33E-10,1.20E-08
RPL38,6169,ribosomal protein L38,3890.239487,1.528612799,0.165771472,9.221205411,2.94E-20,5.69E-18
RPL39,6170,ribosomal protein L39,32.24311432,-1.537757045,0.40784054,-3.770485998,0.00016293,0.000832024
RPL3P1,8488,ribosomal protein L3 pseudogene 1,5.134697424,1.558651775,0.339643277,4.589084731,4.45E-06,3.67E-05
RPL4,6124,ribosomal protein L4,2417.435682,1.442754008,0.162170341,8.896534352,5.76E-19,8.62E-17
RPL41,6171,ribosomal protein L41,2466.120397,1.214491272,0.240364242,5.052711919,4.36E-07,4.79E-06
RPL41P1,22971,ribosomal protein L41 pseudogene 1,454.7420176,3.744229256,0.43529856,8.601519966,7.87E-18,8.95E-16
RPL41P2,22970,ribosomal protein L41 pseudogene 2,9.793096375,1.328905032,0.231618778,5.737466716,9.61E-09,1.61E-07
RPL4P2,646688,ribosomal protein L4 pseudogene 2,1.285159012,2.012567584,0.46621097,4.316860206,1.58E-05,0.00011148
RPL4P4,647276,ribosomal protein L4 pseudogene 4,6.216657192,1.983646978,0.280232436,7.078577362,1.46E-12,6.11E-11
RPL4P5,158345,ribosomal protein L4 pseudogene 5,2.01603593,1.541569582,0.390868178,3.94396287,8.01E-05,0.000453721
RPL5P29,390158,ribosomal protein L5 pseudogene 29,6.296981491,-1.556341156,0.380026622,-4.095347708,4.22E-05,0.000260434
RPL5P3,400385,ribosomal protein L5 pseudogene 3,1.561093645,1.598812054,0.445870302,3.585823154,0.000336017,0.001547035
RPL5P30,645160,ribosomal protein L5 pseudogene 30,1.793021968,3.132029916,0.496673395,6.306015081,2.86E-10,6.99E-09
RPL5P4,643343,ribosomal protein L5 pseudogene 4,20.39148744,1.949169231,0.259166226,7.520923014,5.44E-14,3.07E-12
RPL6,6128,ribosomal protein L6,1187.786751,1.257670046,0.204643936,6.145650199,7.96E-10,1.73E-08
RPL6P21,100270846,ribosomal protein L6 pseudogene 21,1.586235699,2.827135678,0.703064059,4.021163708,5.79E-05,0.000341839
RPL6P7,100270848,ribosomal protein L6 pseudogene 7,2.967089029,-5.257483984,0.750942866,-7.001177082,2.54E-12,1.00E-10
RPL7A,6130,ribosomal protein L7a,6562.479663,1.859090004,0.186293798,9.97934456,1.88E-23,7.34E-21
RPL7AP11,728992,ribosomal protein L7a pseudogene 11,1.549898835,1.282011551,0.3951966,3.243984263,0.001178703,0.004510604
RPL7AP30,441034,ribosomal protein L7a pseudogene 30,68.85283832,2.253862926,0.253832992,8.87931433,6.73E-19,9.88E-17
RPL7AP6,326310,ribosomal protein L7a pseudogene 6,23.54559419,2.204746782,0.288858655,7.63261458,2.30E-14,1.44E-12
RPL7AP60,100271538,ribosomal protein L7a pseudogene 60,5.874712969,1.336286441,0.329784321,4.052001131,5.08E-05,0.000305331
RPL7AP8,340749,ribosomal protein L7a pseudogene 8,2.909866527,-2.870649285,0.390649477,-7.348401717,2.01E-13,1.03E-11
RPL7L1P5,390800,ribosomal protein L7 like 1 pseudogene 5,0.613910759,2.391857772,0.982354606,2.43482115,0.014899152,0.038333123
RPL7P54,100271146,ribosomal protein L7 pseudogene 54,1.181639127,-1.593545561,0.617567524,-2.580358421,0.009869782,0.027310116
RPL9,6133,ribosomal protein L9,747.038476,2.169132801,0.302431394,7.172313612,7.37E-13,3.38E-11
RPL9P7,6126,ribosomal protein L9 pseudogene 7,5.704131905,1.786176749,0.497962621,3.586969531,0.000334543,0.001541419
RPLP0P6,220717,ribosomal protein lateral stalk subunit P0 pseudogene 6,14.18636447,1.733077144,0.265952721,6.516485839,7.20E-11,1.98E-09
RPLP1,6176,ribosomal protein lateral stalk subunit P1,44121.66477,1.769135847,0.220010447,8.041144714,8.90E-16,7.23E-14
RPLP2,6181,ribosomal protein lateral stalk subunit P2,17767.87086,1.260419025,0.196685492,6.408296884,1.47E-10,3.83E-09
RPP21,79897,ribonuclease P/MRP subunit p21,3.146029852,1.061259566,0.364347572,2.912766948,0.003582419,0.011585521
RPPH1,85495,ribonuclease P RNA component H1,531.2361229,2.25027755,0.456251507,4.932098883,8.14E-07,8.20E-06
RPRM,56475,"reprimo, TP53 dependent G2 arrest mediator homolog",2.175704936,4.173759379,0.769967294,5.420696969,5.94E-08,8.20E-07
RPRML,388394,reprimo like,0.861363343,-3.227970829,0.799082863,-4.039594611,5.35E-05,0.000319168
RPS10P14,646942,ribosomal protein S10 pseudogene 14,3.880828892,-1.653121358,0.370580889,-4.460892099,8.16E-06,6.24E-05
RPS10P2,140758,ribosomal protein S10 pseudogene 2,3.204930037,1.903180508,0.444861176,4.27814476,1.88E-05,0.000130063
RPS10P3,158104,ribosomal protein S10 pseudogene 3,1.551600961,1.361174547,0.415666857,3.274676639,0.00105783,0.004124923
RPS11,6205,ribosomal protein S11,13061.91886,1.088403063,0.167647631,6.492206631,8.46E-11,2.29E-09
RPS11P5,727826,ribosomal protein S11 pseudogene 5,17.20239858,1.762934279,0.247941173,7.110292562,1.16E-12,5.01E-11
RPS11P7,642687,ribosomal protein S11 pseudogene 7,1.370592519,2.650242448,0.461417492,5.743697393,9.26E-09,1.56E-07
RPS12,6206,ribosomal protein S12,7462.080048,1.953293125,0.217482121,8.98139633,2.67E-19,4.41E-17
RPS13,6207,ribosomal protein S13,2653.358428,1.527335346,0.216937387,7.040443177,1.92E-12,7.84E-11
RPS14,6208,ribosomal protein S14,13040.64323,1.22943321,0.201712201,6.094986846,1.09E-09,2.30E-08
RPS14P3,644068,ribosomal protein S14 pseudogene 3,122.28464,1.485491158,0.207180624,7.170029372,7.50E-13,3.43E-11
RPS14P4,100132382,ribosomal protein S14 pseudogene 4,1.710545038,-2.130945155,0.597897416,-3.564064834,0.000365156,0.001662862
RPS15,6209,ribosomal protein S15,4918.445519,1.071674724,0.176861668,6.059395107,1.37E-09,2.81E-08
RPS15A,6210,ribosomal protein S15a,562.7426777,-1.243956761,0.258982301,-4.803250094,1.56E-06,1.45E-05
RPS15AP1,92682,ribosomal protein S15a pseudogene 1,9.465343331,-2.193250967,0.325981459,-6.728146361,1.72E-11,5.52E-10
RPS15AP16,100271358,ribosomal protein S15a pseudogene 16,4.711302726,3.158160377,0.385085053,8.201202175,2.38E-16,2.12E-14
RPS15AP5,414230,ribosomal protein S15a pseudogene 5,0.720921576,-3.103028553,0.71756719,-4.324373514,1.53E-05,0.000108125
RPS15P9,401895,ribosomal protein S15 pseudogene 9,1.568181279,1.81741529,0.480482974,3.782475942,0.000155276,0.000797984
RPS16,6217,ribosomal protein S16,9486.342787,1.36680741,0.194535331,7.026011167,2.13E-12,8.63E-11
RPS17,6218,ribosomal protein S17,2.573770321,3.390762161,0.444347895,7.630872566,2.33E-14,1.45E-12
RPS17P2,6219,ribosomal protein S17 pseudogene 2,0.866202259,1.305346533,0.46671806,2.796863129,0.005160139,0.015785295
RPS18,6222,ribosomal protein S18,11820.20406,1.49066832,0.229607759,6.492238447,8.46E-11,2.29E-09
RPS18P12,388339,ribosomal protein S18 pseudogene 12,8.207539008,1.381435583,0.332648702,4.15283623,3.28E-05,0.000211172
RPS19,6223,ribosomal protein S19,17981.79146,1.62839928,0.19631349,8.294892411,1.09E-16,1.02E-14
RPS19P1,85486,ribosomal protein S19 pseudogene 1,32.55335242,1.321731485,0.319780356,4.133247897,3.58E-05,0.000227116
RPS2,6187,ribosomal protein S2,5393.636363,1.003689233,0.201596007,4.978715836,6.40E-07,6.70E-06
RPS20,6224,ribosomal protein S20,3454.754823,2.10155132,0.205024234,10.25025811,1.18E-24,5.72E-22
RPS20P10,100271081,ribosomal protein S20 pseudogene 10,2.596343732,1.37688055,0.40360905,3.411421404,0.000646251,0.002716744
RPS20P14,440992,ribosomal protein S20 pseudogene 14,16.40449428,1.937771247,0.353846549,5.476303925,4.34E-08,6.20E-07
RPS20P15,100271085,ribosomal protein S20 pseudogene 15,0.855251761,2.900164068,0.806962781,3.593925441,0.000325733,0.001508858
RPS20P24,100271232,ribosomal protein S20 pseudogene 24,3.732648338,2.202352624,0.374986255,5.873155608,4.28E-09,7.77E-08
RPS20P35,100271566,ribosomal protein S20 pseudogene 35,0.684591922,1.774839297,0.631580169,2.810156785,0.004951737,0.01524013
RPS21,6227,ribosomal protein S21,7299.100983,1.462453327,0.173044214,8.451327533,2.88E-17,2.98E-15
RPS21P4,100128912,ribosomal protein S21 pseudogene 4,8.568573396,1.397243854,0.231021947,6.048100066,1.47E-09,2.99E-08
RPS23,6228,ribosomal protein S23,1822.981116,1.322535725,0.248070457,5.331290715,9.75E-08,1.27E-06
RPS23P8,653658,ribosomal protein S23 pseudogene 8,15.25565576,1.088043378,0.262991851,4.137175249,3.52E-05,0.000223911
RPS24P17,100216341,ribosomal protein S24 pseudogene 17,0.950175986,1.794906289,0.58257406,3.080992466,0.002063119,0.00723465
RPS25,6230,ribosomal protein S25,2062.04164,2.159364661,0.221271193,9.758905479,1.69E-22,4.99E-20
RPS26,6231,ribosomal protein S26,700.6888698,1.19675412,0.467152192,2.561807781,0.010412893,0.028555321
RPS26P2,646753,ribosomal protein S26 pseudogene 2,1.594215422,-1.509789766,0.619388409,-2.437549272,0.014787199,0.038085525
RPS26P21,100271105,ribosomal protein S26 pseudogene 21,3.217515668,3.002001617,0.639334268,4.695511831,2.66E-06,2.33E-05
RPS26P56,100271400,ribosomal protein S26 pseudogene 56,1.56219516,1.043930955,0.439636863,2.374530076,0.017571305,0.043961826
RPS27,6232,ribosomal protein S27,2569.712311,2.231819073,0.373669368,5.972710815,2.33E-09,4.56E-08
RPS27A,6233,ribosomal protein S27a,755.7690101,1.288312677,0.262479114,4.90824834,9.19E-07,9.11E-06
RPS27P23,100130775,ribosomal protein S27 pseudogene 23,0.679597076,-1.719412558,0.684768671,-2.510939287,0.01204104,0.032234411
RPS27P25,100271584,ribosomal protein S27 pseudogene 25,0.572797363,1.474046601,0.570159575,2.58532289,0.009728784,0.026975417
RPS28,6234,ribosomal protein S28,7264.378918,2.370667332,0.352719334,6.721115349,1.80E-11,5.76E-10
RPS28P1,652980,ribosomal protein S28 pseudogene 1,0.496215958,2.10403161,0.621065558,3.387776994,0.000704615,0.002918553
RPS2P41,100271245,ribosomal protein S2 pseudogene 41,0.736345438,2.670793574,0.716927216,3.725334336,0.000195057,0.000970516
RPS2P52,100271250,ribosomal protein S2 pseudogene 52,0.881949027,2.305332363,0.674022162,3.420261964,0.000625609,0.002637286
RPS2P55,286444,ribosomal protein S2 pseudogene 55,5.490776985,1.18200565,0.318488039,3.711303106,0.000206195,0.001018201
RPS2P7,86781,ribosomal protein S2 pseudogene 7,42.37949163,1.44609748,0.467740552,3.091665823,0.001990368,0.007025288
RPS3A,6189,ribosomal protein S3A,365.3345793,1.162631772,0.32090766,3.622948025,0.000291264,0.001368818
RPS3AP22,100130786,ribosomal protein S3a pseudogene 22,0.858348495,-3.137206522,0.987699444,-3.17627649,0.001491787,0.005505253
RPS3AP49,400652,ribosomal protein S3a pseudogene 49,4.313442834,-1.342597962,0.386941441,-3.469770412,0.000520903,0.002258771
RPS4XP11,441550,ribosomal protein S4X pseudogene 11,1.975008242,1.360488873,0.353182004,3.852090024,0.000117114,0.000627829
RPS5,6193,ribosomal protein S5,8283.554376,1.00743172,0.180071353,5.594625154,2.21E-08,3.42E-07
RPS6,6194,ribosomal protein S6,7637.373631,1.301693573,0.17501717,7.437519243,1.03E-13,5.52E-12
RPS6KA6,27330,ribosomal protein S6 kinase A6,1.868877446,1.931223765,0.554251735,3.484380187,0.000493278,0.002155568
RPS6KC1,26750,ribosomal protein S6 kinase C1,5.702456369,-1.421637514,0.377975696,-3.761187636,0.000169109,0.00085869
RPS7,6201,ribosomal protein S7,2636.990019,1.545143437,0.175818665,8.788278754,1.52E-18,2.01E-16
RPS7P10,100128060,ribosomal protein S7 pseudogene 10,10.43195233,1.896528176,0.327839527,5.784928361,7.25E-09,1.26E-07
RPS7P11,644315,ribosomal protein S7 pseudogene 11,3.684875213,1.578952938,0.337602145,4.676963586,2.91E-06,2.52E-05
RPS7P4,149224,ribosomal protein S7 pseudogene 4,1.058966854,1.150831086,0.44246824,2.600934894,0.00929701,0.025950448
RPS8P6,100270871,ribosomal protein S8 pseudogene 6,2.720181801,-1.870493056,0.342510179,-5.461131285,4.73E-08,6.70E-07
RPS9,6203,ribosomal protein S9,5218.767074,1.046656678,0.164573524,6.359812019,2.02E-10,5.09E-09
RPSA,3921,ribosomal protein SA,2026.471721,1.653968927,0.177563878,9.314782637,1.22E-20,2.57E-18
RPSAP1,170529,ribosomal protein SA pseudogene 1,0.773497121,1.445449875,0.550448577,2.625948972,0.008640777,0.024371397
RPSAP15,220885,ribosomal protein SA pseudogene 15,1.225736347,1.778480317,0.443215162,4.012679322,6.00E-05,0.000352562
RPSAP2,442181,ribosomal protein SA pseudogene 2,2.166255185,1.148865229,0.444169554,2.586546551,0.009694307,0.026889053
RPSAP47,389672,ribosomal protein SA pseudogene 47,2.166677841,1.42475875,0.5767403,2.470364479,0.013497545,0.035357731
RPSAP54,642641,ribosomal protein SA pseudogene 54,1.135353824,1.851006337,0.462075823,4.005849789,6.18E-05,0.000361156
RPSAP58,388524,ribosomal protein SA pseudogene 58,7.981133526,1.20946473,0.239464621,5.050703204,4.40E-07,4.84E-06
RPSAP8,643617,ribosomal protein SA pseudogene 8,0.819162685,1.739370093,0.451735997,3.850412859,0.000117919,0.000631725
RRAGD,58528,Ras related GTP binding D,64.53612357,1.237414728,0.329704161,3.753106189,0.000174657,0.000882793
RRAS,6237,RAS related,58.24026759,-1.062438904,0.30532885,-3.479654488,0.000502061,0.002188422
RRM2,6241,ribonucleotide reductase regulatory subunit M2,31.39492855,-2.330239577,0.498709226,-4.672541546,2.97E-06,2.57E-05
RRP12,23223,ribosomal RNA processing 12 homolog,289.6110724,1.120912438,0.313956734,3.570276785,0.000356604,0.001628204
RSAD2,91543,radical S-adenosyl methionine domain containing 2,19.23006724,3.436701948,0.518961634,6.622265937,3.54E-11,1.05E-09
RSBN1L,222194,round spermatid basic protein 1 like,203.2893513,-1.613386417,0.183433292,-8.795493987,1.42E-18,1.94E-16
RSF1-IT1,100874308,RSF1 intronic transcript 1,1.705326351,1.594641695,0.490404434,3.251686947,0.001147223,0.00441454
RSF1-IT2,100874307,RSF1 intronic transcript 2,0.666288998,1.95382347,0.573462723,3.40706273,0.00065666,0.002752861
RSPH4A,345895,radial spoke head component 4A,5.252698342,1.366570414,0.353460974,3.866255447,0.000110519,0.000597366
RTBDN,83546,retbindin,1.231572873,2.251596329,0.787183185,2.860320663,0.004232128,0.013378826
RTN1,6252,reticulon 1,0.859789445,-3.013944991,1.187453623,-2.538158065,0.011143764,0.03019058
RTN4IP1,84816,reticulon 4 interacting protein 1,7.58890841,-1.735938195,0.299302945,-5.799936907,6.63E-09,1.16E-07
RTN4R,65078,reticulon 4 receptor,0.955076685,-2.447190687,0.82909483,-2.951641476,0.003160897,0.010407895
RTN4RL2,349667,reticulon 4 receptor like 2,2.404305669,1.799060546,0.636470743,2.826619393,0.00470422,0.014626968
RTP4,64108,receptor transporter protein 4,8.283447191,-1.734580607,0.385926547,-4.494587427,6.97E-06,5.45E-05
RTTN,25914,rotatin,11.17530718,-1.0397408,0.317878266,-3.270877283,0.001072144,0.00416983
RUNDC3A,10900,RUN domain containing 3A,1.322705141,1.820247525,0.757669865,2.402428298,0.016286627,0.04127839
